anime_id,Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
104,Ayashi no Ceres,7.23,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",TV,24,"Apr 20, 2000 to Sep 28, 2000",Spring 2000,Bandai Visual,"VIZ Media, Discotek Media",Studio Pierrot,Manga,21 min. per ep.,R - 17+ (violence & profanity),2641,2182,53189,535,2099,31162,2479,3400
105,Boys Be...,6.46,"Slice of Life, Comedy, Romance, Shounen",TV,13,"Apr 11, 2000 to Jul 4, 2000",Spring 2000,Unknown,Nozomi Entertainment,Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6088,3665,20032,41,768,10371,809,1385
106,Hana yori Dango,7.7,"Drama, Romance, School, Shoujo",TV,51,"Sep 8, 1996 to Aug 31, 1997",Fall 1996,Unknown,"VIZ Media, Discotek Media",Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1027,2293,48623,762,2502,25257,2178,2974
107,Ou Dorobou Jing,7.23,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",TV,13,"May 15, 2002 to Aug 14, 2002",Spring 2002,Aniplex,ADV Films,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2625,2817,32988,210,1343,16532,1452,1714
108,Ou Dorobou Jing in Seventh Heaven,7.29,"Adventure, Fantasy, Psychological, Comedy, Shounen",OVA,3,"Jan 21, 2004 to Apr 28, 2004",Unknown,Aniplex,"ADV Films, Funimation",Studio Deen,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2367,4619,11591,29,283,7309,208,159
109,Bakuretsu Tenshi,6.81,"Adventure, Comedy, Mecha, Sci-Fi",TV,24,"Apr 7, 2004 to Sep 15, 2004",Spring 2004,"GDH, TV Asahi, Imagica",Funimation,Gonzo,Original,23 min. per ep.,PG-13 - Teens 13 or older,4381,1965,62106,257,2789,34321,3539,4492
110,Chuuka Ichiban!,7.63,"Action, Comedy, Drama, Shounen",TV,52,"Apr 27, 1997 to Sep 13, 1998",Spring 1997,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1195,4086,15608,107,990,8203,837,817
111,Corrector Yui,6.83,"Sci-Fi, Adventure, Comedy, Magic",TV,52,"Apr 9, 1999 to Oct 20, 2000",Spring 1999,"NHK, Studio Tron",VIZ Media,Nippon Animation,Original,25 min. per ep.,PG - Children,4318,4519,12222,50,463,6825,661,963
112,Chou Henshin Cosprayers,4.95,"Action, Ecchi, Adventure, Fantasy, Magic, Comedy, Super Power, Sci-Fi",TV,8,"Jan 12, 2004 to Mar 1, 2004",Winter 2004,m.o.e.,Unknown,"Imagin, Studio Live",Original,14 min. per ep.,PG-13 - Teens 13 or older,10648,5542,7392,5,269,3567,243,568
113,Uchuu no Stellvia,7.38,"Action, Mecha, Romance, Sci-Fi, Space",TV,26,"Apr 3, 2003 to Sep 25, 2003",Spring 2003,"Starchild Records, TV Tokyo Music","Discotek Media, Geneon Entertainment USA",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1980,3577,20924,127,820,10722,957,960
114,Sakigake!! Cromartie Koukou,7.93,"Comedy, School, Shounen",TV,26,"Oct 3, 2003 to Mar 26, 2004",Fall 2003,TV Tokyo Music,"ADV Films, Sentai Filmworks, Discotek Media",Production I.G,Manga,12 min. per ep.,PG-13 - Teens 13 or older,631,1279,112001,1561,8242,49634,7970,5164
115,El Hazard: The Alternative World,6.83,"Adventure, Comedy, Fantasy",TV,13,"Jan 8, 1998 to Mar 26, 1998",Winter 1998,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,4315,4961,9684,10,275,6251,307,352
116,El Hazard: The Wanderers,6.97,"Adventure, Comedy, Romance, Fantasy",TV,26,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,"TV Tokyo, Geneon Universal Entertainment, SoftX, Pioneer LDC, TV Tokyo Music, Atelier Musa","Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,23 min. per ep.,PG-13 - Teens 13 or older,3735,4198,14603,35,613,8190,628,667
117,El Hazard: The Magnificent World,7.32,"Adventure, Comedy, Romance, Fantasy",OVA,7,"May 26, 1995 to Jan 25, 1996",Unknown,Pioneer LDC,"Nozomi Entertainment, Geneon Entertainment USA",AIC,Original,34 min. per ep.,PG-13 - Teens 13 or older,2240,4129,15406,91,521,9059,408,352
118,El Hazard 2: The Magnificent World,6.85,"Adventure, Comedy, Fantasy",OVA,4,"Mar 21, 1997 to Oct 25, 1997",Unknown,Pioneer LDC,Geneon Entertainment USA,AIC,Original,30 min. per ep.,PG-13 - Teens 13 or older,4239,5421,7745,5,163,5472,166,120
119,Final Approach,6.56,"Comedy, Drama, Romance, Slice of Life",TV,13,"Oct 3, 2004 to Dec 26, 2004",Fall 2004,Trinet Entertainment,Unknown,Zexcs,Visual novel,14 min. per ep.,PG-13 - Teens 13 or older,5567,2887,31774,48,958,21798,756,1088
120,Fruits Basket,7.69,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV,26,"Jul 5, 2001 to Dec 27, 2001",Summer 2001,"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1058,314,420919,9504,15410,297921,12910,16709
121,Fullmetal Alchemist,8.17,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",TV,51,"Oct 4, 2003 to Oct 2, 2004",Fall 2003,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System","Funimation, Aniplex of America",Bones,Manga,24 min. per ep.,PG-13 - Teens 13 or older,337,52,1151621,26564,52738,880215,41631,38693
122,Full Moon wo Sagashite,7.96,"Music, Comedy, Supernatural, Drama, Romance, Shoujo",TV,52,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,Nihon Ad Systems,VIZ Media,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,585,1519,90884,1823,3807,51760,4784,5484
123,Fushigi Yuugi,7.64,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",TV,52,"Apr 6, 1995 to Mar 28, 1996",Spring 1995,"TV Tokyo, Shogakukan-Shueisha Productions, Yomiko Advertising, Apollon","Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1172,1434,96861,2277,5124,53674,5497,5964
124,Fushigi Yuugi: Eikouden,6.86,"Adventure, Fantasy, Romance, Drama, Shoujo",OVA,4,"Dec 21, 2001 to Jun 25, 2002",Unknown,Unknown,"Media Blasters, Geneon Entertainment USA",Studio Pierrot,Manga,30 min. per ep.,PG-13 - Teens 13 or older,4189,4101,15576,69,257,11630,225,218
125,Futakoi,6.49,"Comedy, Romance, School",TV,13,"Oct 6, 2004 to Dec 29, 2004",Fall 2004,Lantis,Unknown,Telecom Animation Film,Original,24 min. per ep.,PG-13 - Teens 13 or older,5946,2900,31358,22,1052,19836,962,1485
126,Futakoi Alternative,6.91,"Comedy, Drama, Romance",TV,13,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,Lantis,Unknown,"ufotable, feel., Studio Flag",Original,24 min. per ep.,PG-13 - Teens 13 or older,3968,3071,28297,71,1073,13965,1144,1565
127,Gate Keepers,6.96,"Action, Sci-Fi, Comedy, Fantasy, Mecha, Shounen",TV,24,"Apr 3, 2000 to Sep 18, 2000",Spring 2000,Media Factory,Geneon Entertainment USA,Gonzo,Game,25 min. per ep.,PG-13 - Teens 13 or older,3767,3717,19351,59,726,11013,941,1182
128,Gate Keepers 21,6.79,"Action, Drama, Mecha, Sci-Fi, Shounen",OVA,6,"Apr 24, 2002 to Jan 8, 2003",Unknown,Unknown,Geneon Entertainment USA,Gonzo,Game,30 min. per ep.,PG-13 - Teens 13 or older,4489,5026,9399,23,216,5904,271,273
129,Gensoumaden Saiyuuki,7.59,"Action, Adventure, Comedy, Demons, Drama, Shounen, Supernatural",TV,50,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,"TV Tokyo, Dentsu, Group TAC",ADV Films,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1315,2359,46228,833,2628,22100,3188,3069
130,Saiyuuki Reload,7.41,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",TV,25,"Oct 2, 2003 to Mar 25, 2004",Fall 2003,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1858,3071,28277,116,1224,15616,1186,1189
131,Saiyuuki Reload Gunlock,7.42,"Action, Adventure, Comedy, Demons, Drama, Josei, Supernatural",TV,26,"Apr 2, 2004 to Sep 24, 2004",Spring 2004,Unknown,Geneon Entertainment USA,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1840,3724,19393,51,728,10446,702,519
132,GetBackers,7.61,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",TV,49,"Oct 5, 2002 to Sep 20, 2003",Fall 2002,"TBS, Kodansha, Rondo Robe, Rakuonsha","ADV Films, Sentai Filmworks",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1249,1339,105139,911,5642,55921,8039,7436
133,Green Green,6.21,"Comedy, Ecchi, Romance, School, Slice of Life",TV,12,"Jul 12, 2003 to Sep 27, 2003",Summer 2003,"Pony Canyon, Memory-Tech, Studio Jack",Media Blasters,Studio Matrix,Visual novel,24 min. per ep.,R+ - Mild Nudity,7303,1333,106208,263,2671,79017,2144,5446
134,Gunslinger Girl,7.42,"Action, Psychological, Military, Drama, Sci-Fi",TV,13,"Oct 9, 2003 to Feb 19, 2004",Fall 2003,"Marvelous, Fuji TV",Funimation,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),1821,920,161010,1140,6742,82948,7728,8160
135,Hikaru no Go,8.11,"Comedy, Game, Shounen, Supernatural",TV,75,"Oct 10, 2001 to Mar 26, 2003",Fall 2001,"TV Tokyo, Dentsu, Dream Force",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,400,1287,111164,2186,5480,62705,6454,6700
136,Hunter x Hunter,8.42,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62,"Oct 16, 1999 to Mar 31, 2001",Fall 1999,Fuji TV,VIZ Media,Nippon Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,143,319,416227,9525,28061,260968,15535,15100
137,Hunter x Hunter: Original Video Animation,8.33,"Action, Adventure, Super Power, Shounen",OVA,8,"Jan 17, 2002 to Apr 17, 2002",Unknown,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,205,1375,101579,408,2115,80683,832,776
138,Hunter x Hunter: Greed Island,8.21,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,8,"Feb 5, 2003 to Apr 16, 2003",Unknown,Unknown,Unknown,Nippon Animation,Manga,22 min. per ep.,PG-13 - Teens 13 or older,299,1244,116633,318,2256,98042,833,802
139,Hunter x Hunter: Greed Island Final,8.29,"Action, Adventure, Super Power, Fantasy, Shounen",OVA,14,"Mar 3, 2004 to Aug 18, 2004",Unknown,Unknown,Unknown,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,230,1288,111292,268,2091,92109,827,750
141,Jinki:Extend,6.14,"Mecha, Sci-Fi",TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,"TV Asahi, GANSIS","ADV Films, Funimation",feel.,Manga,23 min. per ep.,R - 17+ (violence & profanity),7618,4923,9900,10,420,4784,474,699
142,Kamikaze Kaitou Jeanne,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,"Feb 13, 1999 to Jan 29, 2000",Winter 1999,Unknown,Unknown,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1746,2363,46140,499,1518,32304,1751,1977
143,Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",TV,12,"Oct 2, 2004 to Dec 18, 2004",Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4169,2000,60077,767,2269,33411,2025,2994
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",TV,13,"Jan 31, 2002 to Mar 28, 2002",Winter 2002,"Movic, Fuji TV, Fujipacific Music",Funimation,Toei Animation,Visual novel,24 min. per ep.,G - All Ages,3174,2105,55784,248,1418,32662,1469,2522
145,Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,"Oct 2, 1998 to Mar 26, 1999",Fall 1998,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1254,875,170539,2188,11136,75368,10132,7994
146,Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12,"Apr 2, 2004 to Jun 18, 2004",Spring 2004,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,24 min. per ep.,R+ - Mild Nudity,4625,2145,54222,178,1995,33816,1909,2381
147,Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",TV,14,"Oct 5, 2003 to Jan 4, 2004",Fall 2003,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,23 min. per ep.,R+ - Mild Nudity,2604,1187,123752,1072,3792,75846,3242,4458
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",TV,12,"Jan 20, 2004 to Apr 5, 2004",Winter 2004,Unknown,ADV Films,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5305,5411,7823,9,345,2781,354,418
149,Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203,1215,121063,1632,4134,81173,4010,8783
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116,431,317767,4623,17892,163002,20855,20329
151,Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,"Jul 24, 2004 to Sep 25, 2004",Unknown,Toei Video,Unknown,"Gainax, Toei Animation",Manga,46 min. per ep.,R+ - Mild Nudity,3130,3430,22697,133,914,10939,588,534
152,Solty Rei,7.28,"Action, Sci-Fi, Super Power",TV,24,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,"AIC, TV Asahi, Sotsu Music Publishing",Funimation,Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),2447,3233,25666,124,1098,13419,1462,1473
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464,1266,113627,2261,6948,41705,5871,4897
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853,477,294021,3672,11999,208822,11722,13069
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,3-Aug-96,Unknown,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,1 hr. 37 min.,R - 17+ (violence & profanity),5420,2904,31227,128,454,22871,314,351
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804,1818,69684,796,2710,39454,3274,3006
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708,1208,121120,601,5607,74264,5159,7468
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178,2170,53511,663,2234,22274,1941,2716
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657,3975,16632,43,785,6788,751,1212
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140,1309,108100,1018,4451,39741,3252,2434
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186,2251,50151,307,2172,26653,2370,2148
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G - All Ages,3863,3626,20422,104,743,11980,1103,1557
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,"Apr 3, 1999 to Sep 25, 1999",Spring 1999,Avex Entertainment,ADV Films,Studio Pierrot,Game,20 min. per ep.,PG - Children,6015,5874,6378,20,196,4024,223,447
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1,12-Jul-97,Unknown,"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,Original,2 hr. 15 min.,PG-13 - Teens 13 or older,40,91,876813,17114,11422,735624,3384,1386
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820,1395,100343,949,4101,46207,4534,4203
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646,1295,110124,744,4453,67372,4951,4474
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861,1637,81917,433,3417,42524,3547,3269
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969,1787,72311,673,2428,44099,2630,2840
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970,1086,135721,654,5080,77659,3687,4104
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92,728,201203,5471,15530,108713,12179,7862
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13,"Jul 11, 2000 to Sep 26, 2000",Summer 2000,Unknown,Urban Vision,Hal Film Maker,Original,23 min. per ep.,PG - Children,6634,7014,4112,7,180,1487,168,205
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"Studio Izena, MediaNet",Manga Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2668,2670,36569,184,2144,15626,2413,2272
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911,934,158482,647,7266,100783,6039,8559
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230,3254,25243,41,1335,13386,1350,1740
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4,"Jul 24, 2003 to Dec 26, 2003",Unknown,Discovery,Unknown,Seven Arcs,Visual novel,28 min. per ep.,PG-13 - Teens 13 or older,7381,5991,6030,6,192,3163,144,193
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437,759,195978,2284,9373,106909,11295,11986
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,24 min. per ep.,G - All Ages,2871,3103,27718,141,1221,15384,1352,1595
179,Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",OVA,1,6-Aug-02,Unknown,Unknown,Unknown,Production Reed,Unknown,21 min.,G - All Ages,4978,6509,4941,4,76,3304,77,70
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723,1771,73554,436,2047,53218,1823,2410
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Oct 5, 2001 to Jan 18, 2002",Fall 2001,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,1850,2326,47649,117,807,40117,720,601
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037,1157,127239,2086,4987,70674,5094,4211
183,Whistle!,7.39,"School, Shounen, Sports",TV,39,"May 6, 2002 to Feb 3, 2003",Spring 2002,Marvelous,Unknown,Studio Comet,Manga,24 min. per ep.,G - All Ages,1939,4545,12063,73,542,7300,498,603
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,23 min. per ep.,PG-13 - Teens 13 or older,6577,3838,17824,46,637,9556,812,1200
